iter	Passed	Remaining
142	4782	28663
143	4813	28613
144	4845	28570
145	4886	28584
146	4917	28536
147	4948	28488
148	4983	28461
149	5017	28431
150	5049	28390
151	5079	28336
152	5108	28282
153	5141	28242
154	5171	28193
155	5201	28140
156	5231	28090
157	5261	28040
158	5292	27992
159	5329	27981
160	5358	27924
161	5388	27876
162	5420	27836
163	5454	27803
164	5487	27768
165	5518	27724
166	5551	27690
167	5580	27638
168	5611	27592
169	5644	27557
170	5676	27518
171	5716	27517
172	5747	27475
173	5779	27434
174	5813	27405
175	5843	27360
176	5875	27318
177	5908	27287
178	5942	27255
179	5975	27221
180	6007	27183
181	6040	27148
182	6073	27115
183	6114	27115
184	6145	27072
185	6177	27035
186	6211	27005
187	6241	26955
188	6269	26903
189	6296	26844
190	6329	26808
191	6363	26778
192	6395	26743
193	6427	26704
194	6461	26672
195	6495	26645
196	6538	26650
197	6570	26611
198	6600	26567
199	6631	26526
200	6661	26481
201	6694	26446
202	6727	26412
203	6760	26380
204	6794	26348
205	6827	26314
206	6860	26280
207	6891	26241
208	6934	26246
209	6969	26219
210	7004	26193
211	7036	26153
212	7064	26102
213	7096	26066
214	7134	26047
215	7169	26023
216	7204	25996
217	7235	25955
218	7265	25911
219	7300	25883
220	7337	25863
221	7368	25822
222	7400	25785
223	7431	25743
224	7462	25702
225	7491	25656
226	7521	25613
227	7552	25572
228	7584	25536
229	7619	25508
230	7653	25477
231	7686	25443
232	7728	25441
233	7764	25416
234	7799	25390
235	7832	25355
236	7864	25320
237	7898	25287
238	7931	25255
239	7964	25220
240	8000	25195
241	8035	25170
242	8068	25134
243	8098	25092
244	8140	25086
245	8175	25057
246	8206	25018
247	8239	24983
248	8275	24960
249	8305	24916
250	8336	24875
251	8370	24845
252	8404	24814
253	8436	24778
254	8470	24746
255	8503	24712
256	8541	24694
257	8574	24660
258	8607	24626
259	8639	24588
260	8676	24566
261	8708	24530
262	8738	24487
263	8771	24452
264	8804	24419
265	8836	24383
266	8867	24344
267	8901	24313
268	8937	24286
269	8978	24274
270	9011	24241
271	9046	24211
272	9077	24174
273	9111	24141
274	9143	24106
275	9172	24060
276	9202	24020
277	9236	23988
278	9267	23950
279	9300	23916
280	9332	23878
281	9367	23849
282	9410	23843
283	9443	23807
284	9476	23773
285	9508	23739
286	9540	23701
287	9572	23665
288	9603	23625
289	9635	23590
290	9669	23558
291	9699	23518
292	9732	23484
293	9763	23446
294	9801	23422
295	9832	23384
296	9865	23351
297	9895	23310
298	9931	23283
299	9966	23256
300	10000	23223
301	10034	23193
302	10064	23152
303	10100	23125
304	10136	23097
305	10169	23063
306	10207	23041
307	10243	23015
308	10287	23006
309	10321	22974
310	10355	22942
311	10387	22905
312	10421	22874
313	10457	22846
314	10488	22808
315	10524	22780
316	10558	22749
317	10589	22711
318	10622	22676
319	10655	22643
320	10692	22618
321	10729	22591
322	10763	22559
323	10796	22525
324	10830	22494
325	10861	22456
326	10895	22423
327	10928	22389
328	10962	22359
329	10996	22326
330	11026	22286
331	11057	22247
332	11097	22228
333	11128	22190
334	11158	22150
335	11190	22115
336	11226	22086
337	11257	22049
338	11289	22013
339	11320	21975
340	11351	21937
341	11384	21902
342	11414	21863
343	11444	21825
344	11483	21802
345	11516	21767
346	11548	21733
347	11580	21697
348	11613	21663
349	11645	21627
350	11676	21589
351	11707	21553
352	11738	21515
353	11770	21478
354	11801	21442
355	11833	21406
356	11870	21379
357	11910	21359
358	11943	21324
359	11974	21288
360	12008	21255
361	12040	21221
362	12074	21187
363	12108	21156
364	12142	21125
365	12177	21093
366	12214	21067
367	12248	21035
368	12289	21014
369	12325	20986
370	12361	20957
371	12393	20922
372	12428	20892
373	12462	20859
374	12496	20826
375	12527	20791
376	12561	20758
377	12593	20723
378	12628	20691
379	12664	20663
380	12707	20645
381	12742	20615
382	12774	20579
383	12807	20545
384	12840	20510
385	12871	20475
386	12904	20440
387	12937	20407
388	12972	20375
389	13004	20340
390	13033	20300
391	13064	20263
392	13103	20238
393	13134	20201
394	13166	20165
395	13203	20138
396	13238	20107
397	13273	20076
398	13307	20044
399	13342	20013
400	13374	19978
401	13404	19940
402	13435	19902
403	13465	19865
404	13502	19836
405	13536	19804
406	13569	19770
407	13599	19732
408	13630	19696
409	13663	19662
410	13693	19623
411	13726	19590
412	13757	19553
413	13790	19519
414	13822	19484
415	13854	19449
416	13886	19414
417	13926	19390
418	13958	19356
419	13991	19321
420	14027	19291
421	14060	19258
422	14094	19226
423	14129	19194
424	14164	19163
425	14199	19133
426	14234	19101
427	14266	19065
428	14299	19032
429	14344	19014
430	14375	18978
431	14408	18944
432	14442	18912
433	14475	18878
434	14507	18842
435	14542	18811
436	14575	18777
437	14611	18747
438	14644	18714
439	14676	18678
440	14718	18656
441	14751	18622
442	14784	18589
443	14816	18553
444	14851	18522
445	14888	18493
446	14922	18460
447	14959	18432
448	14993	18400
449	15023	18362
450	15054	18325
451	15084	18288
452	15123	18261
453	15155	18226
454	15189	18193
455	15219	18156
456	15253	18123
457	15284	18087
458	15318	18054
459	15349	18019
460	15383	17986
461	15414	17950
462	15444	17912
463	15474	17876
464	15514	17850
465	15546	17814
466	15577	17778
467	15609	17744
468	15638	17705
469	15670	17670
470	15702	17636
471	15734	17600
472	15767	17567
473	15796	17529
474	15829	17495
475	15861	17460
476	15893	17426
477	15931	17398
478	15964	17364
479	16000	17334
480	16048	17315
481	16082	17283
482	16119	17254
483	16152	17220
484	16186	17187
485	16225	17160
486	16268	17137
487	16318	17120
488	16361	17097
489	16391	17060
490	16421	17023
491	16459	16994
492	16492	16960
493	16524	16925
494	16558	16892
495	16593	16861
496	16627	16827
497	16659	16793
498	16695	16762
499	16736	16736
500	16766	16700
501	16801	16667
502	16834	16633
503	16868	16600
504	16902	16567
505	16938	16536
506	16970	16501
507	17001	16465
508	17031	16429
509	17063	16394
510	17096	16360
511	17137	16334
512	17172	16302
513	17204	16267
514	17234	16230
515	17266	16195
516	17297	16160
517	17329	16125
518	17363	16092
519	17394	16056
520	17426	16021
521	17458	15986
522	17490	15952
523	17532	15926
524	17566	15893
525	17600	15860
526	17634	15827
527	17668	15794
528	17699	15758
529	17732	15725
530	17766	15692
531	17797	15656
532	17830	15622
533	17863	15588
534	17897	15555
535	17935	15526
536	17970	15493
537	18003	15460
538	18037	15427
539	18072	15394
540	18106	15361
541	18142	15330
542	18177	15298
543	18210	15264
544	18246	15233
545	18286	15204
546	18335	15184
547	18375	15156
548	18410	15124
549	18447	15093
550	18484	15062
551	18524	15034
552	18557	15000
553	18593	14968
554	18628	14936
555	18663	14904
556	18704	14876
557	18742	14846
558	18774	14811
559	18808	14778
560	18845	14746
561	18882	14716
562	18915	14682
563	18947	14647
564	18978	14611
565	19008	14575
566	19041	14541
567	19073	14506
568	19105	14471
569	19147	14444
570	19177	14408
571	19209	14373
572	19239	14337
573	19272	14303
574	19307	14270
575	19339	14235
576	19374	14203
577	19408	14170
578	19442	14137
579	19476	14103
580	19509	14069
581	19552	14042
582	19583	14007
583	19615	13972
584	19648	13938
585	19679	13903
586	19711	13868
587	19744	13834
588	19774	13798
589	19807	13764
590	19839	13730
591	19870	13694
592	19901	13659
593	19943	13631
594	19973	13595
595	20006	13561
596	20037	13526
597	20068	13491
598	20100	13456
599	20129	13419
600	20162	13385
601	20192	13349
602	20222	13314
603	20251	13277
604	20281	13241
605	20313	13207
606	20356	13179
607	20387	13144
608	20418	13109
609	20449	13074
610	20480	13039
611	20511	13004
612	20541	12968
613	20570	12931
614	20600	12896
615	20630	12860
616	20659	12824
617	20694	12791
618	20732	12760
619	20759	12723
620	20790	12688
621	20820	12653
622	20852	12618
623	20882	12583
624	20915	12549
625	20943	12512
626	20973	12476
627	21002	12441
628	21034	12406
629	21067	12372
630	21097	12337
631	21131	12304
632	21158	12267
633	21191	12233
634	21225	12200
635	21261	12168
636	21295	12135
637	21324	12099
638	21358	12066
639	21392	12033
640	21431	12003
641	21467	11970
642	21504	11939
643	21542	11908
644	21576	11875
645	21608	11840
646	21641	11807
647	21675	11774
648	21709	11741
649	21742	11707
650	21772	11672
651	21800	11635
652	21832	11601
653	21864	11567
654	21898	11534
655	21941	11505
656	21975	11472
657	22005	11437
658	22035	11402
659	22070	11369
660	22102	11335
661	22132	11300
662	22162	11265
663	22197	11232
664	22231	11199
665	22262	11164
666	22295	11130
667	22333	11100
668	22377	11071
669	22413	11039
670	22448	11006
671	22483	10974
672	22516	10940
673	22552	10908
674	22586	10874
675	22620	10841
676	22653	10808
677	22685	10774
678	22715	10738
679	22754	10708
680	22788	10674
681	22820	10640
682	22852	10606
683	22887	10573
684	22919	10539
685	22948	10504
686	22979	10469
687	23014	10436
688	23047	10403
689	23081	10370
690	23111	10335
691	23147	10302
692	23178	10268
693	23208	10233
694	23235	10197
695	23263	10161
696	23296	10127
697	23327	10093
698	23360	10059
699	23392	10025
700	23423	9991
701	23454	9956
702	23484	9921
703	23512	9886
704	23547	9853
705	23585	9821
706	23615	9786
707	23642	9750
708	23673	9716
709	23707	9683
710	23739	9649
711	23770	9614
712	23801	9580
713	23836	9547
714	23868	9513
715	23903	9481
716	23936	9447
717	23977	9417
718	24009	9383
719	24040	9349
720	24070	9314
721	24105	9281
722	24142	9249
723	24173	9215
724	24207	9182
725	24241	9149
726	24273	9115
727	24307	9082
728	24351	9052
729	24396	9023
730	24430	8990
731	24468	8958
732	24503	8925
733	24539	8892
734	24573	8859
735	24609	8827
736	24645	8794
737	24678	8761
738	24712	8727
739	24746	8694
740	24794	8666
741	24830	8633
742	24868	8601
743	24898	8567
744	24931	8533
745	24961	8499
746	24993	8465
747	25025	8430
748	25056	8396
749	25088	8362
750	25118	8328
751	25159	8297
752	25190	8263
753	25220	8228
754	25252	8194
755	25285	8160
756	25316	8126
757	25350	8093
758	25381	8059
759	25417	8026
760	25451	7993
761	25485	7959
762	25520	7926
763	25560	7895
764	25592	7861
765	25624	7827
766	25654	7793
767	25686	7759
768	25719	7725
769	25751	7691
770	25784	7658
771	25816	7624
772	25847	7590
773	25880	7556
774	25913	7523
775	25950	7490
776	25987	7458
777	26021	7425
778	26054	7391
779	26088	7358
780	26120	7324
781	26153	7290
782	26185	7256
783	26216	7222
784	26247	7188
785	26281	7155
786	26314	7121
787	26347	7088
788	26389	7057
789	26423	7024
790	26459	6991
791	26489	6956
792	26524	6923
793	26557	6890
794	26590	6856
795	26631	6825
796	26711	6803
797	26754	6772
798	26801	6742
799	26836	6709
800	26866	6674
801	26897	6640
802	26930	6606
803	26962	6573
804	26992	6538
805	27027	6505
806	27061	6471
807	27091	6437
808	27122	6403
809	27153	6369
810	27194	6337
811	27226	6303
812	27259	6270
813	27290	6235
814	27323	6202
815	27354	6168
816	27386	6134
817	27416	6099
818	27449	6066
819	27483	6033
820	27518	5999
821	27553	5966
822	27592	5934
823	27626	5900
824	27658	5866
825	27689	5832
826	27723	5799
827	27755	5765
828	27786	5731
829	27817	5697
830	27848	5663
831	27880	5629
832	27915	5596
833	27948	5562
834	27993	5531
835	28028	5498
836	28061	5464
837	28092	5430
838	28124	5396
839	28158	5363
840	28193	5330
841	28229	5297
842	28262	5263
843	28297	5230
844	28329	5196
845	28369	5164
846	28402	5130
847	28439	5097
848	28476	5064
849	28514	5032
850	28550	4998
851	28584	4965
852	28614	4931
853	28645	4897
854	28677	4863
855	28707	4829
856	28740	4795
857	28780	4763
858	28810	4729
859	28840	4694
860	28867	4660
861	28896	4626
862	28926	4591
863	28957	4558
864	28986	4523
865	29016	4489
866	29042	4455
867	29071	4421
868	29102	4387
869	29132	4353
870	29169	4320
871	29199	4286
872	29228	4252
873	29260	4218
874	29291	4184
875	29322	4150
876	29352	4116
877	29384	4083
878	29412	4048
879	29444	4015
880	29475	3981
881	29507	3947
882	29541	3914
883	29582	3881
884	29612	3847
885	29643	3814
886	29673	3780
887	29707	3746
888	29743	3713
889	29777	3680
890	29812	3647
891	29848	3613
892	29881	3580
893	29915	3547
894	29950	3513
895	29994	3481
896	30028	3448
897	30061	3414
898	30095	3381
899	30128	3347
900	30164	3314
901	30195	3280
902	30230	3247
903	30263	3213
904	30298	3180
905	30331	3147
906	30374	3114
907	30408	3081
908	30445	3047
909	30477	3014
910	30513	2981
911	30549	2947
912	30583	2914
913	30616	2880
914	30648	2847
915	30683	2813
916	30716	2780
917	30748	2746
918	30793	2714
919	30823	2680
920	30855	2646
921	30886	2612
922	30918	2579
923	30948	2545
924	30982	2512
925	31014	2478
926	31045	2444
927	31075	2411
928	31106	2377
929	31139	2343
930	31177	2310
931	31210	2277
932	31242	2243
933	31272	2209
934	31304	2176
935	31336	2142
936	31369	2109
937	31401	2075
938	31433	2041
939	31469	2008
940	31506	1975
941	31541	1942
942	31582	1908
943	31616	1875
944	31647	1841
945	31678	1808
946	31709	1774
947	31743	1741
948	31773	1707
949	31806	1674
950	31840	1640
951	31874	1607
952	31908	1573
953	31942	1540
954	31979	1506
955	32018	1473
956	32051	1440
957	32084	1406
958	32116	1373
959	32148	1339
960	32180	1305
961	32213	1272
962	32246	1238
963	32279	1205
964	32310	1171
965	32344	1138
966	32384	1105
967	32417	1071
968	32454	1038
969	32490	1004
970	32525	971
971	32557	937
972	32593	904
973	32636	871
974	32675	837
975	32710	804
976	32745	770
977	32789	737
978	32823	704
979	32857	670
980	32891	637
981	32927	603
982	32961	570
983	32995	536
984	33029	502
985	33060	469
986	33090	435
987	33121	402
988	33152	368
989	33191	335
990	33223	301
991	33258	268
992	33290	234
993	33320	201
994	33350	167
995	33382	134
996	33414	100
997	33446	67
998	33476	33
999	33508	0
