iter	Logloss
355	0.3994212705
356	0.399300685
357	0.3990927175
358	0.3989246022
359	0.3987738813
360	0.3986249772
361	0.3983604337
362	0.3982483729
363	0.3981141036
364	0.397899474
365	0.3977097708
366	0.397570058
367	0.3973150538
368	0.3971424315
369	0.3969454197
370	0.3967224134
371	0.3965497011
372	0.3963680956
373	0.396252221
374	0.3960684758
375	0.3959266766
376	0.3957424387
377	0.3956433186
378	0.3953897588
379	0.3951028979
380	0.3949973202
381	0.3948632822
382	0.3947572109
383	0.3945726988
384	0.3944583857
385	0.3942411128
386	0.3941470223
387	0.393982722
388	0.3937787312
389	0.3936448505
390	0.3935336263
391	0.3934192388
392	0.3932472006
393	0.3929897575
394	0.3928578632
395	0.3926698041
396	0.3925538002
397	0.3922960558
398	0.3921858176
399	0.3920265757
400	0.3919275439
401	0.3918059072
402	0.3917010338
403	0.3915981813
404	0.3914888817
405	0.3913203215
406	0.3912035094
407	0.3910802752
408	0.3909840389
409	0.3907715693
410	0.3906777983
411	0.3904894059
412	0.3903140973
413	0.3901568591
414	0.3900948778
415	0.3899360938
416	0.3897690572
417	0.3896462728
418	0.3895430404
419	0.3893286534
420	0.3891585337
421	0.3890501498
422	0.3888942939
423	0.3887697258
424	0.3886317647
425	0.388519002
426	0.3884044332
427	0.3881722593
428	0.3880161494
429	0.3878298249
430	0.3876522472
431	0.3874921325
432	0.3873332656
433	0.3872118505
434	0.3870289117
435	0.3868760208
436	0.3867108578
437	0.3865351056
438	0.3863872291
439	0.3862918046
440	0.3861270996
441	0.3860070068
442	0.3858357445
443	0.3857125783
444	0.3855585392
445	0.3854596143
446	0.3852556803
447	0.3851268266
448	0.3849110277
449	0.3847938466
450	0.3846612911
451	0.3845440179
452	0.3843870812
453	0.3841982277
454	0.3840182929
455	0.3838913841
456	0.383767302
457	0.3836661303
458	0.383512047
459	0.3834045349
460	0.3832308717
461	0.38316952
462	0.383166338
463	0.382949647
464	0.3828511673
465	0.382677678
466	0.38255576
467	0.3824264506
468	0.382423389
469	0.3822426277
470	0.3820811677
471	0.3819801025
472	0.3818362574
473	0.3818333564
474	0.3816545654
475	0.3814629726
476	0.3813532513
477	0.3813504472
478	0.3812325938
479	0.3810981318
480	0.3809386989
481	0.3808469203
482	0.3806653583
483	0.380508201
484	0.3803855429
485	0.380250823
486	0.3801351376
487	0.3799707825
488	0.3798380286
489	0.3797415859
490	0.3796121875
491	0.3794666124
492	0.3792552106
493	0.3791802667
494	0.3790670664
495	0.3789289431
496	0.3788197992
497	0.3787125403
498	0.3786055737
499	0.3784442165
500	0.378368989
501	0.3782786341
502	0.3782584694
503	0.3781609383
504	0.3779292202
505	0.3777957956
506	0.3775768289
507	0.3774305135
508	0.377301094
509	0.3771562488
510	0.3768767451
511	0.3767175387
512	0.3765597754
513	0.3764329479
514	0.37634796
515	0.3762037604
516	0.3760349573
517	0.3758244037
518	0.3757358363
519	0.3756360358
520	0.3753948077
521	0.3752162595
522	0.3750659777
523	0.37489485
524	0.3747812865
525	0.3746673494
526	0.3745998004
527	0.374496241
528	0.374493809
529	0.3743352095
530	0.3741801471
531	0.3740488442
532	0.3739228958
533	0.3737918273
534	0.3737022984
535	0.3735965173
536	0.3734355789
537	0.3732823811
538	0.3730807673
539	0.3729533159
540	0.3728515811
541	0.3726742116
542	0.372585803
543	0.3724426238
544	0.3722778659
545	0.3721619757
546	0.3720834541
547	0.3719846572
548	0.3717981572
549	0.3716581356
550	0.3715194182
551	0.3713130165
552	0.3713106827
553	0.3712226605
554	0.3711229756
555	0.3710166925
556	0.3708311466
557	0.3706631327
558	0.3704908202
559	0.3703957637
560	0.3702969761
561	0.3701373632
562	0.3700212811
563	0.3699224071
564	0.3698132626
565	0.369750461
566	0.3695694492
567	0.369424894
568	0.3692883075
569	0.3691421469
570	0.3690501507
571	0.368903601
572	0.3688497521
573	0.3687503395
574	0.3686386562
575	0.3686364631
576	0.3685107495
577	0.3683806261
578	0.3682722299
579	0.3681580214
580	0.3679655405
581	0.3678570838
582	0.3677476584
583	0.3676035032
584	0.367505228
585	0.3674145113
586	0.367265721
587	0.3671137101
588	0.3670296723
589	0.3669631075
590	0.3668741156
591	0.3667843148
592	0.3666709672
593	0.3665628632
594	0.3664694924
595	0.3663633135
596	0.3662589741
597	0.3660719971
598	0.3660054145
599	0.3659002574
600	0.3657162115
601	0.3656212753
602	0.3654820985
603	0.3653353737
604	0.3652351874
605	0.3651426941
606	0.3650003902
607	0.3648009057
608	0.3646845483
609	0.3645376471
610	0.3644367993
611	0.364332524
612	0.3641769657
613	0.3640127764
614	0.3638918981
615	0.3636949262
616	0.3635599769
617	0.3634199208
618	0.36332698
619	0.3632369206
620	0.3631102637
621	0.3629309957
622	0.362808821
623	0.3627094326
624	0.3626181471
625	0.3625440392
626	0.3624483067
627	0.3623089664
628	0.362199667
629	0.362088926
630	0.36200383
631	0.3618475992
632	0.3617521873
633	0.3616606168
634	0.3615151018
635	0.3613698767
636	0.3612213525
637	0.3611260217
638	0.360963618
639	0.3608748823
640	0.3606210485
641	0.3605280213
642	0.3603717577
643	0.3602106979
644	0.3600819278
645	0.3599772548
646	0.3598846986
647	0.3597497239
648	0.3596556317
649	0.3595517618
650	0.3594128839
651	0.3593354498
652	0.359224645
653	0.359130753
654	0.3590269886
655	0.3588941656
656	0.3587310148
657	0.3586152274
658	0.3584962609
659	0.3583891261
660	0.3582840729
661	0.3581815243
662	0.3581118185
663	0.3579736249
664	0.3579165787
665	0.3578366217
666	0.3577373708
667	0.3576401452
668	0.3575127996
669	0.3574405232
670	0.3573593223
671	0.3572929915
672	0.3571577147
673	0.3570617572
674	0.3569534773
675	0.356820335
676	0.3567380686
677	0.3565727328
678	0.3564839543
679	0.3563631758
680	0.356270321
681	0.3561192789
682	0.3560125326
683	0.3558912703
684	0.3558479301
685	0.3558375384
686	0.3557367844
687	0.3555868138
688	0.355449199
689	0.3553058232
690	0.3552276545
691	0.3550983226
692	0.3550004095
693	0.3549077638
694	0.3548261072
695	0.3547490085
696	0.3546320632
697	0.3544908247
698	0.3543940848
699	0.3543173451
700	0.3542217402
701	0.3541124499
702	0.3539853051
703	0.3539050162
704	0.3537906461
705	0.3535840101
706	0.3535346715
707	0.3534424362
708	0.3533677752
709	0.3532215398
710	0.353104705
711	0.3530100723
712	0.3528993885
713	0.3527932951
714	0.3526850676
715	0.3525667246
716	0.3525071316
717	0.3524255423
718	0.3523462364
719	0.3522685335
720	0.3521845871
721	0.3520645958
722	0.3520132627
723	0.3519215667
724	0.351824085
725	0.3517400031
726	0.3516562766
727	0.3515274489
728	0.3514365444
729	0.3513290857
730	0.3512551184
731	0.3511637911
732	0.3510680273
733	0.350987726
734	0.3509256173
735	0.3508038554
736	0.3507154551
737	0.3506313942
738	0.3505087817
739	0.3504476245
740	0.3503475574
741	0.3502299303
742	0.3500706203
743	0.3500622947
744	0.3499224169
745	0.3497914198
746	0.3497261137
747	0.3496449712
748	0.3495668921
749	0.3495008535
750	0.3493345007
751	0.3492192723
752	0.3491387741
753	0.349048707
754	0.3489618637
755	0.3488119033
756	0.3486766713
757	0.3485312105
758	0.3484618493
759	0.3483696815
760	0.3482912973
761	0.3482583723
762	0.3481504867
763	0.3478993621
764	0.3478189589
765	0.3477220937
766	0.3476376583
767	0.3475214664
768	0.347429097
769	0.3473473154
770	0.3472274224
771	0.3471067401
772	0.3469848095
773	0.3468736151
774	0.3467183427
775	0.3466165653
776	0.3465460384
777	0.3463656058
778	0.3462592063
779	0.3461484653
780	0.3459637423
781	0.3458939897
782	0.3457684461
783	0.3456488983
784	0.3456364621
785	0.3455462011
786	0.3454482753
787	0.345375396
788	0.3452399936
789	0.3451126311
790	0.3449938699
791	0.3448935474
792	0.3448008886
793	0.3446869364
794	0.3446196887
795	0.3445078002
796	0.3444931031
797	0.3444200895
798	0.3443469545
799	0.3442435569
800	0.3442280658
801	0.3441242333
802	0.3440435321
803	0.343930841
804	0.3438732873
805	0.343746598
806	0.3436673373
807	0.3436206288
808	0.3435372699
809	0.3434368184
810	0.3433391651
811	0.3432311043
812	0.343175561
813	0.3431015102
814	0.3429751569
815	0.3427853541
816	0.3426890025
817	0.3426810701
818	0.3425871513
819	0.3424746377
820	0.3423795962
821	0.3422453178
822	0.3421983543
823	0.3420622149
824	0.3419796231
825	0.3418730673
826	0.3417765745
827	0.3416860634
828	0.3415778896
829	0.3414791803
830	0.3414643913
831	0.3413766808
832	0.3412332309
833	0.3411516003
834	0.3410251358
835	0.3409531272
836	0.3408813895
837	0.340783393
838	0.3407154211
839	0.3405977089
840	0.3405237576
841	0.3404268253
842	0.3403426597
843	0.3402341647
844	0.3401303438
845	0.3400208023
846	0.3399306938
847	0.3398336494
848	0.3397718864
849	0.339675025
850	0.3395974408
851	0.3395042692
852	0.3394427337
853	0.3393470094
854	0.3392720043
855	0.339175635
856	0.3390725818
857	0.3389768445
858	0.3389032844
859	0.3388340217
860	0.3387198102
861	0.3386252812
862	0.3385461468
863	0.3384762536
864	0.3383544674
865	0.338264099
866	0.3381403548
867	0.3380440142
868	0.3379431027
869	0.3378512962
870	0.3377769841
871	0.3376859055
872	0.3376177956
873	0.3375455005
874	0.3374845839
875	0.3373807123
876	0.337305469
877	0.3372397247
878	0.3371278066
879	0.3370604534
880	0.3369672248
881	0.3368729315
882	0.3367769354
883	0.3366585545
884	0.3366089726
885	0.3365528655
886	0.3364900744
887	0.3363861921
888	0.3362315682
889	0.3361652516
890	0.3360857186
891	0.3360223759
892	0.3359541108
893	0.3358685785
894	0.3357931372
895	0.3356830304
896	0.335612646
897	0.3355153188
898	0.3354109561
899	0.3352891033
900	0.3351990343
901	0.3351373038
902	0.3350556042
903	0.3349715201
904	0.3348939643
905	0.3348113126
906	0.334740231
907	0.3346364859
908	0.3344378837
909	0.3343307891
910	0.3342520196
911	0.334168478
912	0.3340634037
913	0.3339875986
914	0.3339373637
915	0.3338061267
916	0.3337297311
917	0.3336305285
918	0.3335136646
919	0.3334404458
920	0.3333449556
921	0.3332634259
922	0.3331366988
923	0.3330550002
924	0.3329635489
925	0.3328860044
926	0.3328111906
927	0.3327025643
928	0.3326282929
929	0.3325144772
930	0.3323946581
931	0.3323083475
932	0.3322022765
933	0.33215246
934	0.3320429211
935	0.3319546791
936	0.3318365863
937	0.3317315627
938	0.3316644369
939	0.3315642419
940	0.331484532
941	0.3313343339
942	0.3312713207
943	0.331197679
944	0.3311433516
945	0.3310289819
946	0.3309569209
947	0.3308667867
948	0.3308105128
949	0.3307331712
950	0.3306412863
951	0.3305856035
952	0.3304734673
953	0.3303569693
954	0.3302864568
955	0.3301191197
956	0.3300451285
957	0.329957203
958	0.3298899454
959	0.3297992115
960	0.3296875737
961	0.3296113025
962	0.3295284297
963	0.3294512722
964	0.3293996744
965	0.3293024056
966	0.3292425425
967	0.3291362543
968	0.3290400217
969	0.328948411
970	0.3288416391
971	0.3287253372
972	0.3286405395
973	0.3285488671
974	0.3284080496
975	0.3283167625
976	0.3281887907
977	0.3281334163
978	0.3280681067
979	0.3279725836
980	0.3278764717
981	0.3278016193
982	0.3277217532
983	0.3276446823
984	0.3275535157
985	0.3274614398
986	0.327398095
987	0.3273354675
988	0.3272622083
989	0.3272243891
990	0.3271682216
991	0.3271187376
992	0.3270414378
993	0.3269590685
994	0.3268547928
995	0.3267775481
996	0.326674928
997	0.3265820255
998	0.326522852
999	0.3264319054
